"Unnamed: 0","StudentID","CourseID","SelectionDate"
"667","S0032","MATH 124","2022-09-26"
"668","S0032","MATH 208","2023-09-26"
"669","S0032","E E 280","2023-09-26"
"670","S0032","E E 215","2023-09-26"
"671","S0032","MATH 282","2023-09-26"
"672","S0032","MATH 209","2023-09-26"
"673","S0032","MATH 207","2023-09-26"
"674","S0032","MATH 208","2023-09-26"
"675","S0033","MATH 208","2023-09-26"
"676","S0033","MATH 126","2022-09-26"
"677","S0033","MATH 125","2022-09-26"
"678","S0033","MATH 124","2022-09-26"
"679","S0033","MATH 134","2022-09-26"
"680","S0033","MATH 207","2023-09-26"
"681","S0033","MATH 125","2022-09-26"
"682","S0033","MATH 124","2022-09-26"
"683","S0033","MATH 224","2023-09-26"
"684","S0033","MATH 126","2022-09-26"
"685","S0033","MATH 125","2022-09-26"
"686","S0033","MATH 124","2022-09-26"
"687","S0033","MATH 282","2023-09-26"
"688","S0033","MATH 209","2023-09-26"
"689","S0033","MATH 207","2023-09-26"
"690","S0033","MATH 208","2023-09-26"
"691","S0033","E E 233","2023-09-26"
"692","S0033","E E 215","2023-09-26"
"693","S0034","CSE 446","2023-09-26"
"694","S0034","CSE 332","2022-09-26"
"695","S0034","CSE 311","2022-09-26"
"696","S0034","CSE 123","2020-09-26"
"697","S0034","CSE 143","2020-09-26"
"698","S0034","CSE 142","2020-09-26"
"699","S0034","MATH 208","2021-09-26"
"700","S0034","MATH 126","2020-09-26"
"701","S0034","MATH 125","2020-09-26"
"702","S0034","MATH 124","2020-09-26"
"703","S0034","MATH 134","2020-09-26"
"704","S0034","E E 456","2023-09-26"
"705","S0034","E E 454","2023-09-26"
"706","S0034","E E 351","2022-09-26"
"707","S0034","E E 215","2021-09-26"
"708","S0034","MATH 136","2020-09-26"
"709","S0034","MATH 135","2020-09-26"
"710","S0034","E E 455","2023-09-26"
"711","S0034","E E 351","2022-09-26"
"712","S0034","E E 215","2021-09-26"
"713","S0034","E E 436","2023-09-26"
"714","S0034","E E 332","2022-09-26"
"715","S0034","E E 331","2022-09-26"
"716","S0034","E E 233","2021-09-26"
"717","S0034","E E 215","2021-09-26"
"718","S0034","E E 461","2023-09-26"
"719","S0034","E E 460","2023-09-26"
"720","S0034","MATH 208","2021-09-26"
"721","S0034","AMATH 301","2022-09-26"
"722","S0034","E E 418","2023-09-26"
"723","S0034","E E 241","2021-09-26"
"724","S0034","E E 443","2023-09-26"
"725","S0034","E E 321","2022-09-26"
"726","S0034","E E 397","2022-09-26"
"727","S0034","E E 205","2021-09-26"
"728","S0034","E E 242","2021-09-26"
"729","S0035","AMATH 353","2023-09-26"
"730","S0035","AMATH 351","2023-09-26"
"731","S0035","MATH 125","2021-09-26"
"732","S0035","MATH 124","2021-09-26"
"733","S0035","MATH 135","2021-09-26"
"734","S0035","MATH 134","2021-09-26"
"735","S0035","MATH 136","2021-09-26"
"736","S0035","MATH 135","2021-09-26"
"737","S0035","MATH 134","2021-09-26"
"738","S0035","AMATH 352","2023-09-26"
"739","S0035","MATH 126","2021-09-26"
"740","S0035","MATH 125","2021-09-26"
"741","S0035","AMATH 383","2023-09-26"
"742","S0035","AMATH 351","2023-09-26"
"743","S0035","AMATH 301","2023-09-26"
"744","S0035","AMATH 342","2023-09-26"
"745","S0035","E E 391","2023-09-26"
"746","S0035","E E 241","2022-09-26"
"747","S0035","MATH 395","2023-09-26"
"748","S0035","E E 271","2022-09-26"
"749","S0035","MATH 209","2022-09-26"
"750","S0035","MATH 207","2022-09-26"
"751","S0035","MATH 208","2022-09-26"
"752","S0035","E E 233","2022-09-26"
"753","S0035","E E 215","2022-09-26"
"754","S0035","E E 201","2022-09-26"
"755","S0035","E E 299","2022-09-26"
"756","S0036","E E 242","2023-09-26"
"757","S0036","MATH 135","2022-09-26"
"758","S0036","MATH 134","2022-09-26"
"759","S0036","MATH 207","2023-09-26"
"760","S0036","MATH 125","2022-09-26"
"761","S0036","MATH 124","2022-09-26"
"762","S0036","E E 201","2023-09-26"
"763","S0036","CSE 122","2022-09-26"
"764","S0036","CSE 123","2022-09-26"
"765","S0036","E E 271","2023-09-26"
"766","S0036","CSE 121","2022-09-26"
"767","S0036","CSE 122","2022-09-26"
"768","S0036","E E 205","2023-09-26"
"769","S0036","MATH 126","2022-09-26"
"770","S0036","E E 233","2023-09-26"
"771","S0036","E E 215","2023-09-26"
"772","S0036","MATH 209","2023-09-26"
"773","S0036","MATH 207","2023-09-26"
"774","S0037","MATH 549","2023-09-26"
"775","S0037","MATH 548","2023-09-26"
"776","S0037","MATH 547","2023-09-26"
"777","S0037","MATH 546","2023-09-26"
"778","S0037","MATH 545","2023-09-26"
"779","S0037","MATH 544","2023-09-26"
"780","S0037","AMATH 573","2023-09-26"
"781","S0037","AMATH 561","2023-09-26"
"782","S0037","AMATH 535","2023-09-26"
"783","S0038","MATH 411","2023-09-26"
"784","S0038","MATH 136","2020-09-26"
"785","S0038","MATH 135","2020-09-26"
"786","S0038","MATH 134","2020-09-26"
"787","S0038","MATH 208","2021-09-26"
"788","S0038","MATH 126","2020-09-26"
"789","S0038","MATH 125","2020-09-26"
"790","S0038","MATH 124","2020-09-26"
"791","S0038","MATH 134","2020-09-26"
"792","S0038","MATH 462","2023-09-26"
"793","S0038","MATH 461","2023-09-26"
"794","S0038","MATH 334","2022-09-26"
"795","S0038","MATH 136","2020-09-26"
"796","S0038","MATH 135","2020-09-26"
"797","S0038","MATH 300","2022-09-26"
"798","S0038","CSE 421","2023-09-26"
"799","S0038","CSE 312","2022-09-26"
"800","S0038","CSE 311","2022-09-26"
"801","S0038","CSE 332","2022-09-26"
"802","S0038","CSE 311","2022-09-26"
"803","S0038","MATH 403","2023-09-26"
"804","S0038","MATH 402","2023-09-26"
"805","S0038","MATH 300","2022-09-26"
"806","S0038","MATH 208","2021-09-26"
"807","S0038","MATH 420","2023-09-26"
"808","S0038","MATH 464","2023-09-26"
"809","S0038","MATH 208","2021-09-26"
"810","S0038","MATH 442","2023-09-26"
"811","S0038","MATH 334","2022-09-26"
"812","S0038","MATH 208","2021-09-26"
"813","S0038","MATH 395","2022-09-26"
"814","S0038","MATH 207","2021-09-26"
"815","S0038","MATH 209","2021-09-26"
"816","S0038","MATH 207","2021-09-26"
"817","S0038","MATH 208","2021-09-26"
"818","S0038","MATH 282","2021-09-26"
"819","S0039","MATH 207","2023-09-26"
"820","S0039","MATH 125","2022-09-26"
"821","S0039","MATH 124","2022-09-26"
"822","S0039","E E 205","2023-09-26"
"823","S0039","MATH 126","2022-09-26"
"824","S0039","MATH 125","2022-09-26"
"825","S0039","MATH 124","2022-09-26"
"826","S0039","MATH 134","2022-09-26"
"827","S0039","MATH 136","2022-09-26"
"828","S0039","MATH 135","2022-09-26"
"829","S0039","MATH 134","2022-09-26"
"830","S0039","E E 201","2023-09-26"
"831","S0039","MATH 208","2023-09-26"
"832","S0039","E E 271","2023-09-26"
"833","S0039","E E 242","2023-09-26"
"834","S0039","MATH 207","2023-09-26"
"835","S0039","E E 299","2023-09-26"
"836","S0039","MATH 282","2023-09-26"
"837","S0040","MATH 567","2023-09-26"
"838","S0040","MATH 506","2023-09-26"
"839","S0040","MATH 505","2023-09-26"
"840","S0040","MATH 504","2023-09-26"
"841","S0040","MATH 566","2023-09-26"
"842","S0040","MATH 565","2023-09-26"
"843","S0040","MATH 564","2023-09-26"
"844","S0040","MATH 506","2023-09-26"
"845","S0040","MATH 505","2023-09-26"
"846","S0041","E E 462","2023-09-26"
"847","S0041","E E 361","2022-09-26"
"848","S0041","E E 215","2021-09-26"
"849","S0041","MATH 136","2020-09-26"
"850","S0041","MATH 135","2020-09-26"
"851","S0041","MATH 134","2020-09-26"
"852","S0041","MATH 126","2020-09-26"
"853","S0041","MATH 125","2020-09-26"
"854","S0041","MATH 124","2020-09-26"
"855","S0041","MATH 134","2020-09-26"
"856","S0041","MATH 492","2023-09-26"
"857","S0041","MATH 491","2023-09-26"
"858","S0041","MATH 394","2022-09-26"
"859","S0041","MATH 126","2020-09-26"
"860","S0041","MATH 125","2020-09-26"
"861","S0041","MATH 395","2022-09-26"
"862","S0041","MATH 394","2022-09-26"
"863","S0041","MATH 427","2023-09-26"
"864","S0041","MATH 327","2022-09-26"
"865","S0041","MATH 300","2022-09-26"
"866","S0041","MATH 334","2022-09-26"
"867","S0041","MATH 426","2023-09-26"
"868","S0041","MATH 425","2023-09-26"
"869","S0041","MATH 208","2021-09-26"
"870","S0041","MATH 443","2023-09-26"
"871","S0041","MATH 442","2023-09-26"
"872","S0041","MATH 334","2022-09-26"
"873","S0041","MATH 208","2021-09-26"
"874","S0041","E E 442","2023-09-26"
"875","S0041","E E 342","2022-09-26"
"876","S0041","E E 242","2021-09-26"
"877","S0041","MATH 207","2021-09-26"
"878","S0041","E E 299","2021-09-26"
"879","S0041","MATH 282","2021-09-26"
"880","S0041","E E 205","2021-09-26"
"881","S0041","MATH 209","2021-09-26"
"882","S0042","CSE 160","2023-09-26"
"883","S0042","CSE 123","2023-09-26"
"884","S0042","CSE 143","2023-09-26"
"885","S0042","CSE 142","2023-09-26"
"886","S0042","MATH 103","2023-09-26"
"887","S0042","MATH 134","2023-09-26"
"888","S0042","MATH 111","2023-09-26"
"889","S0042","MATH 112","2023-09-26"
"890","S0042","MATH 111","2023-09-26"
"891","S0043","CSE 121","2023-09-26"
"892","S0043","MATH 111","2023-09-26"
"893","S0043","CSE 160","2023-09-26"
"894","S0043","CSE 123","2023-09-26"
"895","S0043","CSE 143","2023-09-26"
"896","S0043","CSE 142","2023-09-26"
"897","S0043","MATH 124","2023-09-26"
"898","S0043","CSE 122","2023-09-26"
"899","S0043","MATH 109","2023-09-26"
"900","S0044","E E 321","2023-09-26"
"901","S0044","MATH 126","2021-09-26"
"902","S0044","MATH 125","2021-09-26"
"903","S0044","MATH 124","2021-09-26"
"904","S0044","MATH 134","2021-09-26"
"905","S0044","MATH 136","2021-09-26"
"906","S0044","MATH 135","2021-09-26"
"907","S0044","MATH 134","2021-09-26"
"908","S0044","E E 351","2023-09-26"
"909","S0044","E E 215","2022-09-26"
"910","S0044","MATH 136","2021-09-26"
"911","S0044","MATH 135","2021-09-26"
"912","S0044","E E 331","2023-09-26"
"913","S0044","E E 233","2022-09-26"
"914","S0044","E E 215","2022-09-26"
"915","S0044","E E 371","2023-09-26"
"916","S0044","E E 205","2022-09-26"
"917","S0044","E E 215","2022-09-26"
"918","S0044","E E 397","2023-09-26"
"919","S0044","CSE 371","2023-09-26"
"920","S0044","E E 205","2022-09-26"
"921","S0044","E E 215","2022-09-26"
"922","S0044","E E 342","2023-09-26"
"923","S0044","E E 242","2022-09-26"
"924","S0044","MATH 207","2022-09-26"
"925","S0044","E E 398","2023-09-26"
"926","S0044","E E 361","2023-09-26"
"927","S0045","MATH 208","2023-09-26"
"928","S0045","MATH 126","2022-09-26"
"929","S0045","MATH 125","2022-09-26"
"930","S0045","MATH 124","2022-09-26"
"931","S0045","MATH 134","2022-09-26"
"932","S0045","E E 233","2023-09-26"
"933","S0045","E E 215","2023-09-26"
"934","S0045","MATH 136","2022-09-26"
"935","S0045","MATH 135","2022-09-26"
"936","S0045","MATH 134","2022-09-26"
"937","S0045","MATH 126","2022-09-26"
"938","S0045","MATH 125","2022-09-26"
"939","S0045","E E 205","2023-09-26"
"940","S0045","E E 242","2023-09-26"
"941","S0045","MATH 207","2023-09-26"
"942","S0045","E E 280","2023-09-26"
"943","S0045","E E 215","2023-09-26"
"944","S0045","MATH 282","2023-09-26"
"945","S0046","MATH 381","2023-09-26"
"946","S0046","CSE 121","2021-09-26"
"947","S0046","CSE 122","2021-09-26"
"948","S0046","CSE 311","2023-09-26"
"949","S0046","CSE 123","2021-09-26"
"950","S0046","CSE 143","2021-09-26"
"951","S0046","CSE 142","2021-09-26"
"952","S0046","MATH 334","2023-09-26"
"953","S0046","MATH 136","2021-09-26"
"954","S0046","MATH 135","2021-09-26"
"955","S0046","MATH 134","2021-09-26"
"956","S0046","MATH 126","2021-09-26"
"957","S0046","MATH 340","2023-09-26"
"958","S0046","MATH 334","2023-09-26"
"959","S0046","MATH 208","2022-09-26"
"960","S0046","MATH 394","2023-09-26"
"961","S0046","MATH 327","2023-09-26"
"962","S0046","MATH 300","2023-09-26"
"963","S0046","MATH 334","2023-09-26"
"964","S0046","MATH 209","2022-09-26"
"965","S0046","MATH 207","2022-09-26"
"966","S0046","MATH 208","2022-09-26"
"967","S0046","E E 241","2022-09-26"
"968","S0046","MATH 224","2022-09-26"
"969","S0046","MATH 282","2022-09-26"
"970","S0046","E E 233","2022-09-26"
"971","S0046","E E 215","2022-09-26"
"972","S0047","E E 549","2023-09-26"
"973","S0047","E E 547","2023-09-26"
"974","S0047","E E 510","2023-09-26"
"975","S0047","E E 532","2023-09-26"
"976","S0047","E E 558","2023-09-26"
"977","S0047","E E 505","2023-09-26"
"978","S0047","AMATH 562","2023-09-26"
"979","S0047","AMATH 561","2023-09-26"
"980","S0047","E E 575","2023-09-26"
"981","S0048","E E 361","2023-09-26"
"982","S0048","E E 215","2022-09-26"
"983","S0048","MATH 136","2021-09-26"
"984","S0048","MATH 135","2021-09-26"
"985","S0048","MATH 134","2021-09-26"
"986","S0048","MATH 126","2021-09-26"
"987","S0048","MATH 125","2021-09-26"
"988","S0048","MATH 124","2021-09-26"
"989","S0048","MATH 134","2021-09-26"
"990","S0048","E E 391","2023-09-26"
"991","S0048","E E 241","2022-09-26"
"992","S0048","CSE 122","2021-09-26"
"993","S0048","CSE 123","2021-09-26"
"994","S0048","E E 351","2023-09-26"
"995","S0048","E E 215","2022-09-26"
"996","S0048","E E 371","2023-09-26"
"997","S0048","E E 205","2022-09-26"
"998","S0048","E E 215","2022-09-26"
"999","S0048","E E 342","2023-09-26"
"1000","S0048","E E 242","2022-09-26"
"1001","S0048","MATH 207","2022-09-26"
"1002","S0048","CSE 341","2023-09-26"
"1003","S0048","MATH 381","2023-09-26"
"1004","S0048","E E 321","2023-09-26"
"1005","S0048","E E 332","2023-09-26"
"1006","S0048","E E 201","2022-09-26"
"1007","S0048","E E 233","2022-09-26"
"1008","S0049","CSE 504","2023-09-26"
"1009","S0049","E E 506","2023-09-26"
"1010","S0049","MATH 566","2023-09-26"
"1011","S0049","MATH 565","2023-09-26"
"1012","S0049","MATH 564","2023-09-26"
"1013","S0049","MATH 506","2023-09-26"
"1014","S0049","MATH 505","2023-09-26"
"1015","S0049","MATH 504","2023-09-26"
"1016","S0049","MATH 544","2023-09-26"
"1017","S0050","AMATH 353","2023-09-26"
"1018","S0050","AMATH 351","2023-09-26"
"1019","S0050","MATH 125","2021-09-26"
"1020","S0050","MATH 124","2021-09-26"
"1021","S0050","MATH 135","2021-09-26"
"1022","S0050","MATH 134","2021-09-26"
"1023","S0050","MATH 136","2021-09-26"
"1024","S0050","MATH 135","2021-09-26"
"1025","S0050","MATH 134","2021-09-26"
"1026","S0050","AMATH 301","2023-09-26"
"1027","S0050","MATH 125","2021-09-26"
"1028","S0050","MATH 124","2021-09-26"
"1029","S0050","AMATH 383","2023-09-26"
"1030","S0050","AMATH 351","2023-09-26"
"1031","S0050","AMATH 352","2023-09-26"
"1032","S0050","AMATH 342","2023-09-26"
"1033","S0050","E E 398","2023-09-26"
"1034","S0050","CSE 374","2023-09-26"
"1035","S0050","E E 242","2022-09-26"
"1036","S0050","MATH 207","2022-09-26"
"1037","S0050","MATH 208","2022-09-26"
"1038","S0050","E E 280","2022-09-26"
"1039","S0050","E E 215","2022-09-26"
"1040","S0050","E E 241","2022-09-26"
"1041","S0050","E E 271","2022-09-26"
"1042","S0050","E E 205","2022-09-26"
"1043","S0050","E E 233","2022-09-26"
"1044","S0051","MATH 441","2023-09-26"
"1045","S0051","MATH 327","2022-09-26"
"1046","S0051","MATH 300","2022-09-26"
"1047","S0051","MATH 126","2020-09-26"
"1048","S0051","MATH 125","2020-09-26"
"1049","S0051","MATH 124","2020-09-26"
"1050","S0051","MATH 134","2020-09-26"
"1051","S0051","MATH 136","2020-09-26"
"1052","S0051","MATH 135","2020-09-26"
"1053","S0051","MATH 134","2020-09-26"
"1054","S0051","MATH 334","2022-09-26"
"1055","S0051","MATH 136","2020-09-26"
"1056","S0051","MATH 135","2020-09-26"
"1057","S0051","MATH 445","2023-09-26"
"1058","S0051","MATH 444","2023-09-26"
"1059","S0051","MATH 334","2022-09-26"
"1060","S0051","MATH 208","2021-09-26"
"1061","S0051","MATH 409","2023-09-26"
"1062","S0051","MATH 407","2023-09-26"
"1063","S0051","MATH 208","2021-09-26"
"1064","S0051","MATH 300","2022-09-26"
"1065","S0051","MATH 427","2023-09-26"
"1066","S0051","MATH 327","2022-09-26"
"1067","S0051","MATH 300","2022-09-26"
"1068","S0051","MATH 334","2022-09-26"
"1069","S0051","MATH 424","2023-09-26"
"1070","S0051","MATH 327","2022-09-26"
"1071","S0051","MATH 461","2023-09-26"
"1072","S0051","MATH 425","2023-09-26"
"1073","S0051","MATH 208","2021-09-26"
"1074","S0051","E E 215","2021-09-26"
"1075","S0051","MATH 207","2021-09-26"
"1076","S0051","MATH 282","2021-09-26"
"1077","S0051","MATH 224","2021-09-26"
"1078","S0051","MATH 209","2021-09-26"
"1079","S0051","MATH 207","2021-09-26"
"1080","S0052","MATH 124","2023-09-26"
"1081","S0052","MATH 108","2023-09-26"
"1082","S0052","MATH 135","2023-09-26"
"1083","S0052","MATH 134","2023-09-26"
"1084","S0052","MATH 111","2023-09-26"
"1085","S0052","CSE 123","2023-09-26"
"1086","S0052","CSE 163","2023-09-26"
"1087","S0052","CSE 122","2023-09-26"
"1088","S0052","CSE 123","2023-09-26"
"1089","S0053","CSE 180","2023-09-26"
"1090","S0053","CSE 121","2023-09-26"
"1091","S0053","MATH 112","2023-09-26"
"1092","S0053","MATH 111","2023-09-26"
"1093","S0053","MATH 120","2023-09-26"
"1094","S0053","MATH 125","2023-09-26"
"1095","S0053","MATH 124","2023-09-26"
"1096","S0053","CSE 123","2023-09-26"
"1097","S0053","CSE 142","2023-09-26"
"1098","S0054","E E 280","2023-09-26"
"1099","S0054","E E 215","2023-09-26"
"1100","S0054","MATH 136","2022-09-26"
"1101","S0054","MATH 135","2022-09-26"
"1102","S0054","MATH 134","2022-09-26"
"1103","S0054","MATH 126","2022-09-26"
"1104","S0054","MATH 125","2022-09-26"
"1105","S0054","MATH 124","2022-09-26"
"1106","S0054","MATH 134","2022-09-26"
"1107","S0054","E E 241","2023-09-26"
"1108","S0054","CSE 122","2022-09-26"
"1109","S0054","CSE 123","2022-09-26"
"1110","S0054","MATH 209","2023-09-26"
"1111","S0054","MATH 207","2023-09-26"
"1112","S0054","MATH 208","2023-09-26"
"1113","S0054","E E 271","2023-09-26"
"1114","S0054","E E 201","2023-09-26"
"1115","S0054","E E 233","2023-09-26"
"1116","S0055","E E 299","2023-09-26"
"1117","S0055","E E 215","2023-09-26"
"1118","S0055","MATH 136","2022-09-26"
"1119","S0055","MATH 135","2022-09-26"
"1120","S0055","MATH 134","2022-09-26"
"1121","S0055","MATH 126","2022-09-26"
"1122","S0055","MATH 125","2022-09-26"
"1123","S0055","MATH 124","2022-09-26"
"1124","S0055","MATH 134","2022-09-26"
"1125","S0055","E E 242","2023-09-26"
"1126","S0055","MATH 135","2022-09-26"
"1127","S0055","MATH 134","2022-09-26"
"1128","S0055","MATH 207","2023-09-26"
"1129","S0055","MATH 282","2023-09-26"
"1130","S0055","E E 271","2023-09-26"
"1131","S0055","MATH 224","2023-09-26"
"1132","S0055","E E 241","2023-09-26"
"1133","S0055","E E 205","2023-09-26"
"1134","S0056","E E 442","2023-09-26"
"1135","S0056","E E 342","2022-09-26"
"1136","S0056","E E 242","2021-09-26"
"1137","S0056","MATH 135","2020-09-26"
"1138","S0056","MATH 134","2020-09-26"
"1139","S0056","MATH 207","2021-09-26"
"1140","S0056","MATH 125","2020-09-26"
"1141","S0056","MATH 124","2020-09-26"
"1142","S0056","AMATH 403","2023-09-26"
"1143","S0056","AMATH 401","2023-09-26"
"1144","S0056","MATH 126","2020-09-26"
"1145","S0056","MATH 125","2020-09-26"
"1146","S0056","MATH 124","2020-09-26"
"1147","S0056","MATH 134","2020-09-26"
"1148","S0056","MATH 136","2020-09-26"
"1149","S0056","AMATH 351","2022-09-26"
"1150","S0056","AMATH 481","2023-09-26"
"1151","S0056","AMATH 301","2022-09-26"
"1152","S0056","AMATH 351","2022-09-26"
"1153","S0056","AMATH 402","2023-09-26"
"1154","S0056","AMATH 351","2022-09-26"
"1155","S0056","AMATH 423","2023-09-26"
"1156","S0056","AMATH 351","2022-09-26"
"1157","S0056","MATH 207","2021-09-26"
"1158","S0056","AMATH 483","2023-09-26"
"1159","S0056","AMATH 481","2023-09-26"
"1160","S0056","AMATH 301","2022-09-26"
"1161","S0056","AMATH 351","2022-09-26"
"1162","S0056","AMATH 352","2022-09-26"
"1163","S0056","AMATH 482","2023-09-26"
"1164","S0056","E E 215","2021-09-26"
"1165","S0056","E E 299","2021-09-26"
"1166","S0056","E E 271","2021-09-26"
"1167","S0056","E E 233","2021-09-26"
"1168","S0056","E E 215","2021-09-26"
"1169","S0056","E E 205","2021-09-26"
"1170","S0057","MATH 208","2023-09-26"
"1171","S0057","MATH 126","2022-09-26"
"1172","S0057","MATH 125","2022-09-26"
"1173","S0057","MATH 124","2022-09-26"
"1174","S0057","MATH 134","2022-09-26"
"1175","S0057","E E 271","2023-09-26"
"1176","S0057","CSE 121","2022-09-26"
"1177","S0057","CSE 122","2022-09-26"
"1178","S0057","MATH 209","2023-09-26"
"1179","S0057","MATH 207","2023-09-26"
"1180","S0057","MATH 125","2022-09-26"
"1181","S0057","MATH 124","2022-09-26"
"1182","S0057","MATH 208","2023-09-26"
"1183","S0057","MATH 126","2022-09-26"
"1184","S0057","E E 201","2023-09-26"
"1185","S0057","MATH 282","2023-09-26"
"1186","S0057","MATH 224","2023-09-26"
"1187","S0057","E E 233","2023-09-26"
"1188","S0058","E E 280","2023-09-26"
"1189","S0058","E E 215","2023-09-26"
"1190","S0058","MATH 136","2022-09-26"
"1191","S0058","MATH 135","2022-09-26"
"1192","S0058","MATH 134","2022-09-26"
"1193","S0058","MATH 126","2022-09-26"
"1194","S0058","MATH 125","2022-09-26"
"1195","S0058","MATH 124","2022-09-26"
"1196","S0058","MATH 134","2022-09-26"
"1197","S0058","E E 242","2023-09-26"
"1198","S0058","MATH 135","2022-09-26"
"1199","S0058","MATH 134","2022-09-26"
"1200","S0058","MATH 207","2023-09-26"
"1201","S0058","MATH 224","2023-09-26"
"1202","S0058","MATH 282","2023-09-26"
"1203","S0058","E E 299","2023-09-26"
"1204","S0058","E E 205","2023-09-26"
"1205","S0058","MATH 209","2023-09-26"
"1206","S0059","E E 280","2023-09-26"
"1207","S0059","E E 215","2023-09-26"
"1208","S0059","MATH 136","2022-09-26"
"1209","S0059","MATH 135","2022-09-26"
"1210","S0059","MATH 134","2022-09-26"
"1211","S0059","MATH 126","2022-09-26"
"1212","S0059","MATH 125","2022-09-26"
"1213","S0059","MATH 124","2022-09-26"
"1214","S0059","MATH 134","2022-09-26"
"1215","S0059","MATH 224","2023-09-26"
"1216","S0059","MATH 126","2022-09-26"
"1217","S0059","MATH 125","2022-09-26"
"1218","S0059","E E 271","2023-09-26"
"1219","S0059","E E 241","2023-09-26"
"1220","S0059","E E 242","2023-09-26"
"1221","S0059","MATH 207","2023-09-26"
"1222","S0059","MATH 208","2023-09-26"
"1223","S0059","E E 233","2023-09-26"
"1224","S0060","E E 456","2023-09-26"
"1225","S0060","E E 454","2023-09-26"
"1226","S0060","E E 351","2022-09-26"
"1227","S0060","E E 215","2021-09-26"
"1228","S0060","MATH 136","2020-09-26"
"1229","S0060","MATH 135","2020-09-26"
"1230","S0060","MATH 134","2020-09-26"
"1231","S0060","MATH 126","2020-09-26"
"1232","S0060","MATH 125","2020-09-26"
"1233","S0060","MATH 124","2020-09-26"
"1234","S0060","MATH 134","2020-09-26"
"1235","S0060","E E 455","2023-09-26"
"1236","S0060","E E 351","2022-09-26"
"1237","S0060","E E 215","2021-09-26"
"1238","S0060","MATH 136","2020-09-26"
"1239","S0060","MATH 135","2020-09-26"
"1240","S0060","CSE 460","2023-09-26"
"1241","S0060","CSE 458","2023-09-26"
"1242","S0060","CSE 457","2023-09-26"
"1243","S0060","CSE 333","2022-09-26"
"1244","S0060","CSE 351","2022-09-26"
"1245","S0060","CSE 332","2022-09-26"
"1246","S0060","CSE 311","2022-09-26"
"1247","S0060","CSE 459","2023-09-26"
"1248","S0060","CSE 458","2023-09-26"
"1249","S0060","CSE 457","2023-09-26"
"1250","S0060","CSE 333","2022-09-26"
"1251","S0060","CSE 351","2022-09-26"
"1252","S0060","CSE 332","2022-09-26"
"1253","S0060","E E 271","2021-09-26"
"1254","S0060","E E 233","2021-09-26"
"1255","S0060","E E 215","2021-09-26"
"1256","S0060","MATH 224","2021-09-26"
"1257","S0060","E E 205","2021-09-26"
"1258","S0060","MATH 208","2021-09-26"
"1259","S0060","E E 280","2021-09-26"
"1260","S0061","MATH 394","2023-09-26"
"1261","S0061","MATH 126","2021-09-26"
"1262","S0061","MATH 125","2021-09-26"
"1263","S0061","MATH 124","2021-09-26"
"1264","S0061","MATH 134","2021-09-26"
"1265","S0061","MATH 136","2021-09-26"
"1266","S0061","MATH 135","2021-09-26"
"1267","S0061","MATH 134","2021-09-26"
"1268","S0061","MATH 300","2023-09-26"
"1269","S0061","MATH 126","2021-09-26"
"1270","S0061","MATH 125","2021-09-26"
"1271","S0061","MATH 396","2023-09-26"
"1272","S0061","MATH 208","2022-09-26"
"1273","S0061","MATH 394","2023-09-26"
"1274","S0061","MATH 395","2023-09-26"
"1275","S0061","MATH 394","2023-09-26"
"1276","S0061","MATH 342","2023-09-26"
"1277","S0061","MATH 381","2023-09-26"
"1278","S0061","MATH 340","2023-09-26"
"1279","S0061","MATH 208","2022-09-26"
"1280","S0061","MATH 282","2022-09-26"
"1281","S0061","MATH 209","2022-09-26"
"1282","S0061","MATH 207","2022-09-26"
"1283","S0061","MATH 208","2022-09-26"
"1284","S0061","MATH 224","2022-09-26"
"1285","S0061","E E 241","2022-09-26"
"1286","S0061","E E 201","2022-09-26"
"1287","S0062","E E 280","2023-09-26"
"1288","S0062","E E 215","2023-09-26"
"1289","S0062","MATH 136","2022-09-26"
"1290","S0062","MATH 135","2022-09-26"
"1291","S0062","MATH 134","2022-09-26"
"1292","S0062","MATH 126","2022-09-26"
"1293","S0062","MATH 125","2022-09-26"
"1294","S0062","MATH 124","2022-09-26"
"1295","S0062","MATH 134","2022-09-26"
"1296","S0062","MATH 208","2023-09-26"
"1297","S0062","MATH 126","2022-09-26"
"1298","S0062","MATH 125","2022-09-26"
"1299","S0062","E E 299","2023-09-26"
"1300","S0062","E E 205","2023-09-26"
"1301","S0062","MATH 209","2023-09-26"
"1302","S0062","MATH 207","2023-09-26"
"1303","S0062","MATH 208","2023-09-26"
"1304","S0062","E E 271","2023-09-26"
"1305","S0063","AMATH 422","2023-09-26"
"1306","S0063","MATH 135","2020-09-26"
"1307","S0063","MATH 134","2020-09-26"
"1308","S0063","MATH 207","2021-09-26"
"1309","S0063","MATH 125","2020-09-26"
"1310","S0063","MATH 124","2020-09-26"
"1311","S0063","AMATH 402","2023-09-26"
"1312","S0063","AMATH 351","2022-09-26"
"1313","S0063","MATH 125","2020-09-26"
"1314","S0063","MATH 124","2020-09-26"
"1315","S0063","MATH 135","2020-09-26"
"1316","S0063","MATH 134","2020-09-26"
"1317","S0063","MATH 136","2020-09-26"
"1318","S0063","AMATH 482","2023-09-26"
"1319","S0063","AMATH 301","2022-09-26"
"1320","S0063","AMATH 352","2022-09-26"
"1321","S0063","AMATH 423","2023-09-26"
